date,tavg,tmin,tmax,prcp,temp_range,is_rainy,is_hot_day
2023-11-09,11.6,,18.3,0.0,,0,0
2023-11-10,12.4,,19.4,0.0,,0,0
2023-11-11,13.4,,21.1,0.0,,0,0
2023-11-12,13.9,,20.0,0.0,,0,0
2023-11-13,13.4,,17.8,0.0,,0,0
2023-11-14,16.4,,22.8,0.0,,0,0
2023-11-15,15.7,,22.8,1.3,,1,0
2023-11-16,16.3,,20.6,0.0,,0,0
2023-11-17,15.5,,21.1,4.1,,1,0
2023-11-18,15.7,,17.2,7.9,,1,0
2023-11-19,13.2,,16.7,0.0,,0,0
2023-11-20,13.5,,20.6,0.0,,0,0
2023-11-21,11.8,,16.1,0.0,,0,0
2023-11-22,11.8,,17.2,0.0,,0,0
2023-11-23,12.7,,19.4,0.0,,0,0
2023-11-24,11.0,,17.2,0.0,,0,0
2023-11-25,11.3,,18.3,0.0,,0,0
2023-11-26,10.7,,15.0,0.0,,0,0
2023-11-27,9.6,,17.8,0.0,,0,0
2023-11-28,10.9,,17.2,0.8,,1,0
2023-11-29,12.2,,17.2,3.3,,1,0
2023-11-30,11.6,,16.7,0.0,,0,0
2023-12-01,11.4,,15.6,0.0,,0,0
2023-12-02,12.2,,14.4,1.5,,1,0
2023-12-03,13.3,,16.1,0.0,,0,0
2023-12-04,12.0,,16.7,0.0,,0,0
2023-12-05,11.7,,16.1,0.0,,0,0
2023-12-06,12.6,,16.1,2.8,,1,0
2023-12-07,11.4,,16.1,0.0,,0,0
2023-12-08,9.2,,15.6,0.0,,0,0
2023-12-09,8.9,,16.7,0.0,,0,0
2023-12-10,8.8,,15.0,0.0,,0,0
2023-12-11,8.8,,15.0,0.0,,0,0
2023-12-12,11.6,,15.6,0.0,,0,0
2023-12-13,10.1,,14.4,0.0,,0,0
2023-12-14,9.9,,15.6,0.0,,0,0
2023-12-15,10.6,,15.0,0.0,,0,0
2023-12-16,11.0,,17.8,0.0,,0,0
2023-12-17,11.7,,15.6,8.6,,1,0
2023-12-18,13.4,,17.8,17.0,,1,0
2023-12-19,15.0,,17.2,3.6,,1,0
2023-12-20,13.3,,15.0,21.3,,1,0
2023-12-21,12.3,,15.6,0.0,,0,0
2023-12-22,11.5,,15.6,0.0,,0,0
2023-12-23,9.9,,14.4,0.0,,0,0
2023-12-24,8.3,,12.8,0.0,,0,0
2023-12-25,9.4,,13.9,0.0,,0,0
2023-12-26,10.3,,14.4,0.0,,0,0
2023-12-27,12.7,,15.0,1.5,,1,0
2023-12-28,14.9,,18.9,0.0,,0,0
2023-12-29,14.7,,17.2,24.9,,1,0
2023-12-30,12.9,,15.6,5.3,,1,0
2023-12-31,10.9,,13.9,0.0,,0,0
2024-01-01,10.8,,14.4,0.0,,0,0
2024-01-02,11.1,,16.7,5.8,,1,0
2024-01-03,10.8,,15.0,2.0,,1,0
2024-01-04,10.2,,14.4,0.0,,0,0
2024-01-05,11.4,,16.1,0.0,,0,0
2024-01-06,9.0,,13.3,3.3,,1,0
2024-01-07,8.2,,12.2,0.0,,0,0
2024-01-08,8.8,,13.3,0.0,,0,0
2024-01-09,10.2,,13.9,0.8,,1,0
2024-01-10,9.8,,13.3,3.3,,1,0
2024-01-11,8.1,,11.1,0.0,,0,0
2024-01-12,8.0,,13.3,0.0,,0,0
2024-01-13,10.1,,12.8,11.4,,1,0
2024-01-14,11.5,,14.4,1.3,,1,0
2024-01-15,10.6,,15.0,0.0,,0,0
2024-01-16,10.8,,12.8,10.2,,1,0
2024-01-17,12.3,,14.4,0.0,,0,0
2024-01-18,10.9,,15.6,0.0,,0,0
2024-01-19,12.0,,14.4,2.8,,1,0
2024-01-20,13.1,,15.6,4.3,,1,0
2024-01-21,13.7,,16.1,13.0,,1,0
2024-01-22,13.2,,15.0,19.6,,1,0
2024-01-23,12.8,,15.0,0.0,,0,0
2024-01-24,13.1,,15.6,10.9,,1,0
2024-01-25,12.1,,15.6,0.0,,0,0
2024-01-26,12.7,,16.7,0.0,,0,0
2024-01-27,13.8,,16.7,0.0,,0,0
2024-01-28,15.2,,18.9,0.0,,0,0
2024-01-29,14.3,,21.7,0.0,,0,0
2024-01-30,14.5,,20.0,0.0,,0,0
2024-01-31,14.2,,15.6,14.0,,1,0
2024-02-01,11.8,,15.0,8.6,,1,0
2024-02-02,11.3,,15.0,7.9,,1,0
2024-02-03,10.2,,13.9,9.4,,1,0
2024-02-04,12.3,,15.6,15.2,,1,0
2024-02-05,12.4,,15.0,6.9,,1,0
2024-02-06,10.8,,14.4,0.0,,0,0
2024-02-07,9.4,,12.8,11.9,,1,0
2024-02-08,8.0,,12.8,0.0,,0,0
2024-02-09,8.8,,13.3,0.0,,0,0
2024-02-10,10.8,,16.1,0.0,,0,0
2024-02-11,10.7,,15.6,0.0,,0,0
2024-02-12,9.7,,15.0,0.0,,0,0
2024-02-13,10.7,,13.9,0.0,,0,0
2024-02-14,11.6,,15.0,4.3,,1,0
2024-02-15,12.4,,16.1,0.0,,0,0
2024-02-16,11.7,,14.4,0.0,,0,0
2024-02-17,12.7,,14.4,7.1,,1,0
2024-02-18,13.6,,20.0,6.9,,1,0
2024-02-19,14.2,,17.2,3.8,,1,0
2024-02-20,12.6,,15.6,8.6,,1,0
2024-02-21,11.7,,15.6,0.0,,0,0
2024-02-22,12.1,,16.7,0.0,,0,0
2024-02-23,13.3,,20.0,0.0,,0,0
2024-02-24,13.8,,20.0,0.0,,0,0
2024-02-25,12.8,,17.8,0.0,,0,0
2024-02-26,13.4,,16.7,0.0,,0,0
2024-02-27,11.1,,16.7,0.0,,0,0
2024-02-28,11.1,,18.3,0.0,,0,0
2024-02-29,12.2,,16.1,3.6,,1,0
2024-03-01,12.2,,14.4,11.9,,1,0
2024-03-02,10.1,,12.8,8.9,,1,0
2024-03-03,9.8,,12.2,9.9,,1,0
2024-03-04,10.6,,13.9,0.5,,1,0
2024-03-05,12.5,,16.1,0.0,,0,0
2024-03-06,12.7,,16.1,0.5,,1,0
2024-03-07,11.9,,16.1,0.0,,0,0
2024-03-08,11.2,,17.2,0.0,,0,0
2024-03-09,12.3,,15.6,0.0,,0,0
2024-03-10,12.8,,16.1,0.3,,1,0
2024-03-11,12.3,,17.8,2.8,,1,0
2024-03-12,12.7,,16.7,2.0,,1,0
2024-03-13,12.5,,17.2,0.0,,0,0
2024-03-14,16.4,,20.6,0.0,,0,0
2024-03-15,17.6,,23.3,0.0,,0,0
2024-03-16,13.6,,19.4,0.0,,0,0
2024-03-17,12.8,,17.8,0.0,,0,0
2024-03-18,13.4,,18.3,0.0,,0,0
2024-03-19,13.0,,18.3,0.0,,0,0
2024-03-20,13.0,,17.8,0.0,,0,0
2024-03-21,14.2,,18.3,0.0,,0,0
2024-03-22,14.0,,19.4,8.6,,1,0
2024-03-23,12.6,,15.6,5.8,,1,0
2024-03-24,12.8,,16.7,2.8,,1,0
2024-03-25,12.3,,16.1,0.0,,0,0
2024-03-26,12.5,,15.6,0.0,,0,0
2024-03-27,12.5,,15.0,4.6,,1,0
2024-03-28,12.9,,16.1,0.0,,0,0
2024-03-29,10.8,,12.8,12.4,,1,0
2024-03-30,12.2,,18.3,0.0,,0,0
2024-03-31,12.2,,17.2,0.0,,0,0
2024-04-01,13.6,,20.6,0.0,,0,0
2024-04-02,13.5,,20.0,0.0,,0,0
2024-04-03,12.3,,15.0,0.0,,0,0
2024-04-04,9.3,,12.8,15.2,,1,0
2024-04-05,9.3,,14.4,0.0,,0,0
2024-04-06,10.2,,15.0,0.0,,0,0
2024-04-07,11.1,,16.7,0.0,,0,0
2024-04-08,12.6,,18.9,0.0,,0,0
2024-04-09,13.8,,21.1,0.0,,0,0
2024-04-10,15.1,,23.3,0.0,,0,0
2024-04-11,15.3,,22.2,0.0,,0,0
2024-04-12,13.3,,16.7,0.0,,0,0
2024-04-13,10.5,,14.4,10.4,,1,0
2024-04-14,11.1,,15.6,1.5,,1,0
2024-04-15,13.1,,17.2,0.0,,0,0
2024-04-16,14.3,,21.7,0.0,,0,0
2024-04-17,16.1,,23.9,0.0,,0,0
2024-04-18,14.4,,21.1,0.0,,0,0
2024-04-19,13.2,,17.2,0.0,,0,0
2024-04-20,14.1,,18.9,0.0,,0,0
2024-04-21,15.9,,22.8,0.0,,0,0
2024-04-22,15.8,,20.6,0.0,,0,0
2024-04-23,14.7,,17.8,0.0,,0,0
2024-04-24,14.8,,17.8,0.0,,0,0
2024-04-25,14.0,,17.8,0.0,,0,0
2024-04-26,14.7,,18.9,0.0,,0,0
2024-04-27,13.5,,18.3,0.0,,0,0
2024-04-28,14.0,,18.9,0.0,,0,0
2024-04-29,14.7,,20.0,0.0,,0,0
2024-04-30,14.0,,19.4,0.0,,0,0
2024-05-01,15.1,,22.8,0.0,,0,0
2024-05-02,15.1,,20.0,0.0,,0,0
2024-05-03,14.3,,20.0,0.0,,0,0
2024-05-04,11.9,,13.3,18.5,,1,0
2024-05-05,12.2,,16.7,0.0,,0,0
2024-05-06,12.5,,17.8,0.0,,0,0
2024-05-07,14.5,,20.0,0.0,,0,0
2024-05-08,18.8,,27.2,0.0,,0,1
2024-05-09,20.5,,29.4,0.0,,0,1
2024-05-10,17.8,,27.2,0.0,,0,1
2024-05-11,15.8,,21.1,0.0,,0,0
2024-05-12,13.8,,17.8,0.0,,0,0
2024-05-13,12.8,,16.7,0.0,,0,0
2024-05-14,13.4,,18.9,0.0,,0,0
2024-05-15,14.1,,17.8,0.0,,0,0
2024-05-16,15.2,,20.0,0.0,,0,0
2024-05-17,14.4,,18.9,0.0,,0,0
2024-05-18,14.8,,19.4,0.0,,0,0
2024-05-19,14.2,,18.9,0.0,,0,0
2024-05-20,14.6,,20.0,0.0,,0,0
2024-05-21,15.6,,22.8,0.0,,0,0
2024-05-22,15.0,,20.0,0.0,,0,0
2024-05-23,14.3,,18.9,0.0,,0,0
2024-05-24,12.2,,13.9,0.0,,0,0
2024-05-25,13.0,,16.7,0.0,,0,0
2024-05-26,14.0,,19.4,0.0,,0,0
2024-05-27,13.3,,17.2,0.0,,0,0
2024-05-28,14.2,,18.3,0.0,,0,0
2024-05-29,16.5,,23.9,0.0,,0,0
2024-05-30,17.4,,23.9,0.0,,0,0
2024-05-31,16.4,,22.8,0.0,,0,0
2024-06-01,14.2,,17.2,0.0,,0,0
2024-06-02,15.0,,18.9,0.0,,0,0
2024-06-03,15.8,,21.1,0.0,,0,0
2024-06-04,18.7,,26.1,0.0,,0,1
2024-06-05,20.1,,28.3,0.0,,0,1
2024-06-06,15.6,,19.4,0.0,,0,0
2024-06-07,15.9,,21.1,0.0,,0,0
2024-06-08,15.2,,18.9,0.0,,0,0
2024-06-09,15.0,,18.9,0.0,,0,0
2024-06-10,15.3,,20.6,0.0,,0,0
2024-06-11,18.8,,29.4,0.0,,0,1
2024-06-12,17.0,,21.7,0.0,,0,0
2024-06-13,15.1,,18.3,0.0,,0,0
2024-06-14,16.2,,20.6,0.0,,0,0
2024-06-15,17.2,,23.9,0.0,,0,0
2024-06-16,17.6,,23.3,0.0,,0,0
2024-06-17,18.8,,26.1,0.0,,0,1
2024-06-18,18.1,,25.0,0.0,,0,0
2024-06-19,14.6,,17.8,0.0,,0,0
2024-06-20,14.1,,17.8,0.0,,0,0
2024-06-21,15.0,,21.1,0.0,,0,0
2024-06-22,17.4,,24.4,0.0,,0,0
2024-06-23,17.2,,21.7,0.0,,0,0
2024-06-24,18.0,,26.1,0.0,,0,1
2024-06-25,17.9,,23.9,0.0,,0,0
2024-06-26,15.7,,20.0,0.0,,0,0
2024-06-27,16.1,,20.6,0.0,,0,0
2024-06-28,17.6,,23.9,0.0,,0,0
2024-06-29,17.4,,22.8,0.0,,0,0
2024-06-30,18.8,,23.9,0.0,,0,0
2024-07-01,18.8,,25.6,0.0,,0,1
2024-07-02,23.5,,33.9,0.0,,0,1
2024-07-03,24.2,,34.4,0.0,,0,1
2024-07-04,22.4,,28.9,0.0,,0,1
2024-07-05,20.1,,26.7,0.0,,0,1
2024-07-06,19.7,,27.2,0.0,,0,1
2024-07-07,18.2,,22.8,0.0,,0,0
2024-07-08,17.4,,22.2,0.0,,0,0
2024-07-09,17.9,,22.2,0.0,,0,0
2024-07-10,19.1,,26.1,0.0,,0,1
2024-07-11,21.7,,31.1,0.0,,0,1
2024-07-12,18.9,,23.9,0.0,,0,0
2024-07-13,16.9,,21.1,0.0,,0,0
2024-07-14,17.3,,21.1,0.0,,0,0
2024-07-15,17.6,,21.7,0.0,,0,0
2024-07-16,18.1,,22.2,0.0,,0,0
2024-07-17,17.3,,21.7,0.0,,0,0
2024-07-18,18.5,,23.9,0.0,,0,0
2024-07-19,19.9,,28.9,0.0,,0,1
2024-07-20,18.4,,22.8,0.0,,0,0
2024-07-21,16.1,,18.9,0.0,,0,0
2024-07-22,19.0,,25.0,0.0,,0,0
2024-07-23,22.1,,28.9,0.0,,0,1
2024-07-24,21.8,,26.7,0.0,,0,1
2024-07-25,20.1,,27.2,0.0,,0,1
2024-07-26,17.3,,21.1,0.0,,0,0
2024-07-27,15.5,,17.2,0.0,,0,0
2024-07-28,17.1,,22.2,0.0,,0,0
2024-07-29,17.1,,20.6,0.0,,0,0
2024-07-30,17.8,,22.2,0.0,,0,0
2024-07-31,17.8,,23.3,0.0,,0,0
2024-08-01,17.5,,23.9,0.0,,0,0
2024-08-02,17.9,,22.2,0.0,,0,0
2024-08-03,18.6,,24.4,0.0,,0,0
2024-08-04,16.5,,20.0,0.0,,0,0
2024-08-05,16.0,,20.0,0.0,,0,0
2024-08-06,18.9,,28.9,0.0,,0,1
2024-08-07,18.1,,26.1,0.0,,0,1
2024-08-08,16.6,,20.6,0.0,,0,0
2024-08-09,16.2,,20.6,0.0,,0,0
2024-08-10,17.4,,22.2,0.0,,0,0
2024-08-11,16.5,,21.1,0.0,,0,0
2024-08-12,17.0,,21.7,0.0,,0,0
2024-08-13,18.2,,23.3,0.0,,0,0
2024-08-14,18.0,,22.2,0.0,,0,0
2024-08-15,18.1,,23.3,0.0,,0,0
2024-08-16,18.7,,23.3,0.0,,0,0
2024-08-17,19.8,,26.1,0.0,,0,1
2024-08-18,19.9,,23.9,0.0,,0,0
2024-08-19,18.6,,23.9,0.0,,0,0
2024-08-20,19.7,,27.2,0.0,,0,1
2024-08-21,19.0,,23.3,0.0,,0,0
2024-08-22,19.1,,22.8,0.0,,0,0
2024-08-23,19.2,,22.2,0.0,,0,0
2024-08-24,20.4,,24.4,1.0,,1,0
2024-08-25,20.6,,27.8,0.0,,0,1
2024-08-26,21.4,,30.6,0.0,,0,1
2024-08-27,21.5,,32.2,0.0,,0,1
2024-08-28,19.3,,23.9,0.0,,0,0
2024-08-29,18.2,,22.2,0.0,,0,0
2024-08-30,18.9,,23.3,0.0,,0,0
2024-08-31,18.9,,23.3,0.0,,0,0
2024-09-01,19.4,,24.4,0.0,,0,0
2024-09-02,19.9,,24.4,0.0,,0,0
2024-09-03,20.8,,32.8,0.0,,0,1
2024-09-04,19.5,,26.7,0.0,,0,1
2024-09-05,19.1,,29.4,0.0,,0,1
2024-09-06,19.0,,26.1,0.0,,0,1
2024-09-07,17.7,,23.3,0.0,,0,0
2024-09-08,18.2,,26.7,0.0,,0,1
2024-09-09,17.5,,22.2,0.0,,0,0
2024-09-10,17.6,,21.1,0.0,,0,0
2024-09-11,18.6,,23.3,0.0,,0,0
2024-09-12,18.7,,25.0,0.0,,0,0
2024-09-13,18.2,,25.6,0.0,,0,1
2024-09-14,16.3,,21.1,0.0,,0,0
2024-09-15,16.5,,20.0,0.0,,0,0
2024-09-16,16.3,,21.1,0.0,,0,0
2024-09-17,16.9,,19.4,0.0,,0,0
2024-09-18,18.1,,22.8,0.0,,0,0
2024-09-19,16.6,,20.0,0.0,,0,0
2024-09-20,16.7,,20.6,0.0,,0,0
2024-09-21,17.1,,21.7,0.0,,0,0
2024-09-22,17.1,,23.9,0.0,,0,0
2024-09-23,19.7,,31.7,0.0,,0,1
2024-09-24,20.5,,28.3,0.0,,0,1
2024-09-25,17.8,,21.7,0.0,,0,0
2024-09-26,17.7,,22.8,0.0,,0,0
2024-09-27,20.5,,31.7,0.0,,0,1
2024-09-28,17.3,,20.6,0.0,,0,0
2024-09-29,17.3,,21.7,0.0,,0,0
2024-09-30,20.5,,32.2,0.0,,0,1
2024-10-01,24.0,,35.6,0.0,,0,1
2024-10-02,25.2,,36.1,0.0,,0,1
2024-10-03,23.5,,34.4,0.0,,0,1
2024-10-04,20.9,,29.4,0.0,,0,1
2024-10-05,24.5,,33.9,0.0,,0,1
2024-10-06,26.6,,37.8,0.0,,0,1
2024-10-07,25.0,,34.4,0.0,,0,1
2024-10-08,19.7,,25.0,0.0,,0,0
2024-10-09,17.2,,20.6,0.0,,0,0
2024-10-10,16.8,,21.7,0.0,,0,0
2024-10-11,16.8,,21.7,0.0,,0,0
2024-10-12,19.3,,24.4,0.0,,0,0
2024-10-13,20.5,,26.1,0.0,,0,1
2024-10-14,17.2,,20.6,0.0,,0,0
2024-10-15,18.2,,22.2,0.0,,0,0
2024-10-16,18.0,,21.1,0.0,,0,0
2024-10-17,18.1,,22.8,0.0,,0,0
2024-10-18,19.3,,25.6,0.0,,0,1
2024-10-19,19.3,,29.4,0.0,,0,1
2024-10-20,17.7,,26.1,0.0,,0,1
2024-10-21,16.0,,21.1,0.0,,0,0
2024-10-22,15.7,,20.6,0.0,,0,0
2024-10-23,15.9,,23.9,0.0,,0,0
2024-10-24,17.1,,23.9,0.0,,0,0
2024-10-25,16.4,,26.1,0.0,,0,1
2024-10-26,15.9,,25.0,0.0,,0,0
2024-10-27,18.2,,21.1,0.0,,0,0
2024-10-28,15.9,,20.0,0.0,,0,0
2024-10-29,14.1,,20.0,0.0,,0,0
2024-10-30,14.7,,18.9,0.3,,1,0
2024-10-31,14.8,,18.3,2.3,,1,0
2024-11-01,13.7,,18.9,0.3,,1,0
2024-11-02,16.1,,18.9,0.0,,0,0
2024-11-03,16.2,,23.3,0.0,,0,0
2024-11-04,16.8,,23.3,0.0,,0,0
2024-11-05,15.5,,22.8,0.0,,0,0
2024-11-06,18.4,,22.2,0.0,,0,0
2024-11-07,15.6,,22.2,0.0,,0,0
2024-11-08,13.7,,22.2,0.0,,0,0
2024-11-09,13.2,,21.1,0.0,,0,0
2024-11-10,13.2,,20.6,0.0,,0,0
2024-11-11,14.6,,16.7,6.9,,1,0
2024-11-12,13.4,,17.8,0.0,,0,0
2024-11-13,13.3,,18.3,0.0,,0,0
2024-11-14,13.5,,17.2,4.3,,1,0
2024-11-15,12.3,,16.1,0.0,,0,0
2024-11-16,11.5,,16.1,0.0,,0,0
2024-11-17,11.5,,16.1,0.0,,0,0
2024-11-18,12.6,,16.1,0.0,,0,0
2024-11-19,10.0,,15.0,0.0,,0,0
2024-11-20,14.8,,17.2,0.0,,0,0
2024-11-21,16.5,,17.8,0.8,,1,0
2024-11-22,16.2,,17.8,25.1,,1,0
2024-11-23,14.0,,16.7,0.0,,0,0
2024-11-24,12.4,,17.8,0.0,,0,0
2024-11-25,13.3,,14.4,1.5,,1,0
2024-11-26,12.6,,14.4,0.5,,1,0
2024-11-27,12.2,,17.8,0.0,,0,0
2024-11-28,10.2,,16.7,0.0,,0,0
2024-11-29,10.7,,14.4,0.0,,0,0
2024-11-30,11.5,,17.8,0.0,,0,0
2024-12-01,14.1,,18.3,0.0,,0,0
2024-12-02,13.0,,18.9,0.0,,0,0
2024-12-03,12.5,,23.9,0.0,,0,0
2024-12-04,12.1,,19.4,0.0,,0,0
2024-12-05,12.8,,18.9,0.0,,0,0
2024-12-06,12.9,,19.4,0.0,,0,0
2024-12-07,12.1,,18.3,0.0,,0,0
2024-12-08,12.4,,19.4,0.0,,0,0
2024-12-09,13.2,,20.0,0.0,,0,0
2024-12-10,11.3,,16.7,0.0,,0,0
2024-12-11,10.8,,16.1,0.3,,1,0
2024-12-12,13.1,,15.6,15.7,,1,0
2024-12-13,13.7,,15.6,3.0,,1,0
2024-12-14,12.4,,15.0,21.6,,1,0
2024-12-15,9.6,,13.3,0.0,,0,0
2024-12-16,10.0,,12.8,9.4,,1,0
2024-12-17,11.1,,14.4,0.0,,0,0
2024-12-18,9.5,,16.1,0.0,,0,0
2024-12-19,10.7,,16.1,0.0,,0,0
2024-12-20,10.3,,14.4,0.0,,0,0
2024-12-21,13.3,,16.7,0.0,,0,0
2024-12-22,14.5,,17.8,2.8,,1,0
2024-12-23,15.8,,18.3,0.3,,1,0
2024-12-24,13.6,,16.7,8.9,,1,0
2024-12-25,9.9,,12.2,0.0,,0,0
2024-12-26,13.3,,16.7,4.3,,1,0
2024-12-27,14.9,,17.2,8.1,,1,0
2024-12-28,15.2,,17.8,0.5,,1,0
2024-12-29,14.8,,17.2,4.1,,1,0
2024-12-30,10.8,,15.6,0.0,,0,0
2024-12-31,9.6,,14.4,0.0,,0,0
2025-01-01,9.0,,12.8,0.0,,0,0
2025-01-02,11.6,,15.6,0.0,,0,0
2025-01-03,12.1,,16.1,3.3,,1,0
2025-01-04,10.2,,13.9,0.0,,0,0
2025-01-05,10.4,,15.0,0.0,,0,0
2025-01-06,10.5,,14.4,0.0,,0,0
2025-01-07,15.8,,21.1,0.0,,0,0
2025-01-08,14.6,,18.3,0.0,,0,0
2025-01-09,12.8,,20.0,0.0,,0,0
2025-01-10,13.7,,19.4,0.0,,0,0
2025-01-11,14.9,,21.7,0.0,,0,0
2025-01-12,13.0,,19.4,0.0,,0,0
2025-01-13,12.3,,18.3,0.0,,0,0
2025-01-14,9.3,,16.1,0.0,,0,0
2025-01-15,10.0,,17.2,0.0,,0,0
2025-01-16,9.8,,17.8,0.0,,0,0
2025-01-17,9.6,,14.4,0.0,,0,0
2025-01-18,9.6,,13.9,0.0,,0,0
2025-01-19,8.6,,12.2,0.0,,0,0
2025-01-20,11.3,,18.9,0.0,,0,0
2025-01-21,9.1,,16.1,0.0,,0,0
2025-01-22,10.0,,17.8,0.0,,0,0
2025-01-23,12.3,,18.9,0.0,,0,0
2025-01-24,10.0,,16.1,0.0,,0,0
2025-01-25,10.9,,14.4,0.3,,1,0
2025-01-26,10.4,,15.6,0.0,,0,0
2025-01-27,8.5,,15.6,0.0,,0,0
2025-01-28,9.0,,15.0,0.0,,0,0
2025-01-29,12.1,,20.6,0.0,,0,0
2025-01-30,11.9,,19.4,0.0,,0,0
2025-01-31,10.3,,15.6,2.5,,1,0
2025-02-01,15.1,,18.9,6.4,,1,0
2025-02-02,16.2,,18.3,0.0,,0,0
2025-02-03,14.5,,18.3,1.5,,1,0
2025-02-04,12.2,,17.2,21.8,,1,0
2025-02-05,8.2,,13.3,0.0,,0,0
2025-02-06,11.0,,15.6,9.4,,1,0
2025-02-07,10.9,,13.9,0.3,,1,0
2025-02-08,9.0,,13.9,0.0,,0,0
2025-02-09,7.7,,13.3,0.0,,0,0
2025-02-10,7.4,,13.3,0.0,,0,0
2025-02-11,7.8,,12.2,0.3,,1,0
2025-02-12,9.4,,12.8,5.6,,1,0
2025-02-13,12.9,,14.4,29.7,,1,0
2025-02-14,11.6,,14.4,0.0,,0,0
2025-02-15,9.0,,13.9,0.0,,0,0
2025-02-16,10.8,,15.0,0.0,,0,0
2025-02-17,11.1,,15.0,0.0,,0,0
2025-02-18,10.5,,15.0,0.0,,0,0
2025-02-19,11.6,,15.0,0.3,,1,0
2025-02-20,11.2,,17.8,0.0,,0,0
2025-02-21,11.7,,18.3,0.0,,0,0
2025-02-22,11.6,,19.4,0.0,,0,0
2025-02-23,12.6,,16.1,0.0,,0,0
2025-02-24,13.7,,17.2,0.0,,0,0
2025-02-25,12.6,,17.8,0.0,,0,0
2025-02-26,12.8,,20.0,0.0,,0,0
2025-02-27,14.5,,22.2,0.0,,0,0
2025-02-28,14.2,,23.3,0.0,,0,0
2025-03-01,11.7,,15.0,0.0,,0,0
2025-03-02,11.4,,14.4,4.1,,1,0
2025-03-03,10.7,,15.0,0.0,,0,0
2025-03-04,12.2,,15.0,0.0,,0,0
2025-03-05,11.9,,14.4,0.0,,0,0
2025-03-06,10.8,,15.6,0.0,,0,0
2025-03-07,10.8,,18.3,0.0,,0,0
2025-03-08,10.8,,17.8,0.0,,0,0
2025-03-09,10.6,,16.1,0.0,,0,0
2025-03-10,10.8,,17.2,0.0,,0,0
2025-03-11,11.8,,17.8,0.0,,0,0
2025-03-12,12.3,,15.0,3.3,,1,0
2025-03-13,10.0,,12.8,2.5,,1,0
2025-03-14,10.4,,15.0,7.1,,1,0
2025-03-15,12.1,,15.0,0.0,,0,0
2025-03-16,11.9,,16.7,0.3,,1,0
2025-03-17,11.4,,13.9,6.4,,1,0
2025-03-18,10.3,,15.0,0.0,,0,0
2025-03-19,10.1,,15.6,0.0,,0,0
2025-03-20,11.6,,16.1,0.0,,0,0
2025-03-21,11.2,,16.7,0.0,,0,0
2025-03-22,12.3,,16.7,0.0,,0,0
2025-03-23,12.8,,19.4,0.0,,0,0
2025-03-24,16.0,,26.1,0.0,,0,1
2025-03-25,17.9,,26.1,0.0,,0,1
2025-03-26,14.8,,18.9,0.0,,0,0
2025-03-27,14.8,,17.8,0.5,,1,0
2025-03-28,13.6,,17.2,0.0,,0,0
2025-03-29,12.0,,15.6,0.0,,0,0
2025-03-30,14.2,,19.4,0.8,,1,0
2025-03-31,13.4,,16.7,2.3,,1,0
2025-04-01,12.0,,15.6,1.0,,1,0
2025-04-02,11.3,,16.1,0.0,,0,0
2025-04-03,11.5,,16.7,0.0,,0,0
2025-04-04,13.0,,22.2,0.0,,0,0
2025-04-05,13.8,,20.6,0.0,,0,0
2025-04-06,13.4,,19.4,0.0,,0,0
2025-04-07,14.3,,18.3,0.3,,1,0
2025-04-08,14.2,,18.9,0.0,,0,0
2025-04-09,15.1,,23.9,0.0,,0,0
2025-04-10,14.6,,20.6,0.0,,0,0
2025-04-11,14.3,,18.3,0.0,,0,0
2025-04-12,12.7,,17.2,0.0,,0,0
2025-04-13,14.3,,23.9,0.0,,0,0
2025-04-14,14.1,,20.6,0.0,,0,0
2025-04-15,14.2,,18.3,0.0,,0,0
2025-04-16,14.0,,17.2,0.0,,0,0
2025-04-17,13.2,,16.1,0.0,,0,0
2025-04-18,13.0,,17.8,0.0,,0,0
2025-04-19,12.8,,17.2,0.0,,0,0
2025-04-20,13.2,,18.3,0.0,,0,0
2025-04-21,14.1,,21.7,0.0,,0,0
2025-04-22,13.4,,18.3,0.0,,0,0
2025-04-23,12.0,,15.6,0.0,,0,0
2025-04-24,11.9,,15.0,0.0,,0,0
2025-04-25,12.0,,15.0,0.3,,1,0
2025-04-26,11.1,,15.6,0.0,,0,0
2025-04-27,12.3,,15.0,0.0,,0,0
2025-04-28,12.5,,18.3,0.0,,0,0
2025-04-29,13.4,,21.1,0.0,,0,0
2025-04-30,13.9,,19.4,0.0,,0,0
2025-05-01,13.5,,17.8,0.0,,0,0
2025-05-02,13.0,,16.7,0.0,,0,0
2025-05-03,13.5,,17.8,0.0,,0,0
2025-05-04,13.7,,18.9,0.0,,0,0
2025-05-05,20.0,,29.4,0.0,,0,1
2025-05-06,15.4,,21.7,0.0,,0,0
2025-05-07,14.6,,18.3,0.0,,0,0
2025-05-08,15.1,,22.8,0.0,,0,0
2025-05-09,17.5,,27.2,0.0,,0,1
2025-05-10,15.7,,21.7,0.0,,0,0
2025-05-11,14.3,,17.8,0.0,,0,0
2025-05-12,14.4,,17.8,4.8,,1,0
2025-05-13,14.5,,19.4,0.0,,0,0
2025-05-14,14.7,,20.0,0.0,,0,0
2025-05-15,15.1,,21.1,0.0,,0,0
2025-05-16,14.4,,20.0,0.0,,0,0
2025-05-17,14.6,,18.9,0.0,,0,0
2025-05-18,15.6,,21.7,0.0,,0,0
2025-05-19,16.2,,22.8,0.0,,0,0
